ComplexName,Sysname,Stdname
putative Oca6-Oca5-Oca4-Oca3-Oca1-Oca2 complex,YNL099C,OCA1
putative Oca6-Oca5-Oca4-Oca3-Oca1-Oca2 complex,YNL056W,OCA2
putative Oca6-Oca5-Oca4-Oca3-Oca1-Oca2 complex,YNL032W,SIW14
putative Oca6-Oca5-Oca4-Oca3-Oca1-Oca2 complex,YHL029C,OCA5
putative Oca6-Oca5-Oca4-Oca3-Oca1-Oca2 complex,YDR067C,OCA6
putative Oca6-Oca5-Oca4-Oca3-Oca1-Oca2 complex,YCR095C,OCA4
putative Oye2-Oye3 complex,YPL171C,OYE3
putative Oye2-Oye3 complex,YHR179W,OYE2
putative Pcm1-Mgs1 complex,YNL218W,MGS1
putative Pcm1-Mgs1 complex,YEL058W,PCM1
putative Pet112-Ymr293c complex,YMR293C,HER2
putative Pet112-Ymr293c complex,YBL080C,PET112
putative Pex5-Mmt1 complex,YMR177W,MMT1
putative Pex5-Mmt1 complex,YDR244W,PEX5
putative Pmr1-Psd1 complex,YNL169C,PSD1
putative Pmr1-Psd1 complex,YGL167C,PMR1
putative Ptc4-Ydr186c complex,YDR186C,SND1
putative Ptc4-Ydr186c complex,YBR125C,PTC4
putative Ptc6-Pro2 complex,YOR323C,PRO2
putative Ptc6-Pro2 complex,YCR079W,PTC6
putative Ptc7-Sec14 complex,YMR079W,SEC14
putative Ptc7-Sec14 complex,YHR076W,PTC7
putative Put1-Ymr315w complex,YMR315W,0
putative Put1-Ymr315w complex,YLR142W,PUT1
putative Pyc1-Pyc2 isozyme complex,YGL062W,PYC1
putative Pyc1-Pyc2 isozyme complex,YBR218C,PYC2
putative Rgd1-Fyv8 complex,YGR196C,FYV8
putative Rgd1-Fyv8 complex,YBR260C,RGD1
putative Ser3-Ser33 isozyme complex,YIL074C,SER33
putative Ser3-Ser33 isozyme complex,YER081W,SER3
putative Sfp1-Mrs6 complex,YOR370C,MRS6
putative Sfp1-Mrs6 complex,YLR403W,SFP1
putative Sgn1-Ygr250c complex,YIR001C,SGN1
putative Sgn1-Ygr250c complex,YGR250C,RIE1
putative Sla2-Lsb3 complex,YNL243W,SLA2
putative Sla2-Lsb3 complex,YFR024C-A,LSB3
putative Sok1-Rtn1-Crp1-Ids2-Pep4 complex,YPL154C,PEP4
putative Sok1-Rtn1-Crp1-Ids2-Pep4 complex,YJL146W,IDS2
putative Sok1-Rtn1-Crp1-Ids2-Pep4 complex,YHR146W,CRP1
putative Sok1-Rtn1-Crp1-Ids2-Pep4 complex,YDR233C,RTN1
putative Sok1-Rtn1-Crp1-Ids2-Pep4 complex,YDR006C,SOK1
putative Spe3-Spe4 complex,YPR069C,SPE3
putative Spe3-Spe4 complex,YLR146C,SPE4
putative Ste23-Mrn1 complex,YPL184C,MRN1
putative Ste23-Mrn1 complex,YLR389C,STE23
putative Tao3-Yml081w complex,YML081W,TDA9
putative Tao3-Yml081w complex,YIL129C,TAO3
putative Tdh1-Tdh2 isozyme complex,YJR009C,TDH2
putative Tdh1-Tdh2 isozyme complex,YJL052W,TDH1
putative Tkl2-Tkl1 isozyme complex,YPR074C,TKL1
putative Tkl2-Tkl1 isozyme complex,YBR117C,TKL2
putative Tma20-Tma22 complex,YJR014W,TMA22
putative Tma20-Tma22 complex,YER007C-A,TMA20
putative Tom71-Ylr072w complex,YLR072W,LAM6
putative Tom71-Ylr072w complex,YHR117W,TOM71
putative Trr1-Trr2 complex,YHR106W,TRR2
putative Trr1-Trr2 complex,YDR353W,TRR1
putative Uba1-Ydr415c complex,YKL210W,UBA1
putative Uba1-Ydr415c complex,YDR415C,0
putative Ubp13-Yol087c complex,YOL087C,DUF1
putative Ubp13-Yol087c complex,YBL067C,UBP13
putative Uga1-Ndt80 complex,YHR124W,NDT80
putative Uga1-Ndt80 complex,YGR019W,UGA1
putative Ura5-Ura10 isozyme complex,YMR271C,URA10
putative Ura5-Ura10 isozyme complex,YML106W,URA5
putative Vab2-Ydr357c-Ykl061w-YGL079w-Ynl086w complex,YNL086W,SNN1
putative Vab2-Ydr357c-Ykl061w-YGL079w-Ynl086w complex,YKL061W,BLI1
putative Vab2-Ydr357c-Ykl061w-YGL079w-Ynl086w complex,YGL079W,KXD1
putative Vab2-Ydr357c-Ykl061w-YGL079w-Ynl086w complex,YEL005C,VAB2
putative Vab2-Ydr357c-Ykl061w-YGL079w-Ynl086w complex,YDR357C,CNL1
putative Yae1-Ynl260c complex,YNL260C,LTO1
putative Yae1-Ynl260c complex,YJR067C,YAE1
putative Yak1-Ypl247c complex,YPL247C,0
putative Yak1-Ypl247c complex,YJL141C,YAK1
putative Ybr137w-Sgt2-Mdy2-Yor164c complex,YOR164C,GET4
putative Ybr137w-Sgt2-Mdy2-Yor164c complex,YOR007C,SGT2
putative Ybr137w-Sgt2-Mdy2-Yor164c complex,YOL111C,MDY2
putative Ybr137w-Sgt2-Mdy2-Yor164c complex,YBR137W,0
putative Ybr225w-Mds3-Cdc25 complex,YLR310C,CDC25
putative Ybr225w-Mds3-Cdc25 complex,YGL197W,MDS3
putative Ybr225w-Mds3-Cdc25 complex,YBR225W,0
putative Ybt1-Dak1 complex,YML070W,DAK1
putative Ybt1-Dak1 complex,YLL048C,YBT1
putative Ycp4-Rfs1-Pst2 complex,YDR032C,PST2
putative Ycp4-Rfs1-Pst2 complex,YCR004C,YCP4
putative Ycp4-Rfs1-Pst2 complex,YBR052C,RFS1
putative Yef1-Utr1 complex,YJR049C,UTR1
putative Yef1-Utr1 complex,YEL041W,YEF1
putative Yer071c-Aim21-Cap1-Cap2 complex,YKL007W,CAP1
putative Yer071c-Aim21-Cap1-Cap2 complex,YIR003W,AIM21
putative Yer071c-Aim21-Cap1-Cap2 complex,YIL034C,CAP2
putative Yer071c-Aim21-Cap1-Cap2 complex,YER071C,TDA2
putative Yer140w-Slp1 complex,YOR154W,SLP1
putative Yer140w-Slp1 complex,YER140W,EMP65
putative Ygr017w-Vip1 complex,YLR410W,VIP1
putative Ygr017w-Vip1 complex,YGR017W,0
putative Ygr071c-Vid22-Tbf1 complex,YPL128C,TBF1
putative Ygr071c-Vid22-Tbf1 complex,YLR373C,VID22
putative Ygr071c-Vid22-Tbf1 complex,YGR071C,ENV11
putative Ygr130c-Ymr031c complex,YMR031C,EIS1
putative Ygr130c-Ymr031c complex,YGR130C,0
putative Yhb1-Aco1 complex,YLR304C,ACO1
putative Yhb1-Aco1 complex,YGR234W,YHB1
putative Yjl070c-Amd1 complex,YML035C,AMD1
putative Yjl070c-Amd1 complex,YJL070C,0
putative Yjr136c-Ykl033w complex,YKL033W,TTI1
putative Yjr136c-Ykl033w complex,YJR136C,TTI2
putative Yll032c-Yml119w complex,YML119W,0
putative Yll032c-Yml119w complex,YLL032C,0
putative Ypk1-Ypk2 complex,YMR104C,YPK2
putative Ypk1-Ypk2 complex,YKL126W,YPK1
"alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)",YMR261C,TPS3
"alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)",YML100W,TSL1
"alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)",YDR074W,TPS2
"alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)",YBR126C,TPS1
mitochondrial isocitrate dehydrogenase complex (NAD+),YOR136W,IDH2
mitochondrial isocitrate dehydrogenase complex (NAD+),YNL037C,IDH1
Protein O-mannosyltransferase(Pmt1p/Pmt2p),YDL095W,PMT1
Protein O-mannosyltransferase(Pmt1p/Pmt2p),YAL023C,PMT2
Protein O-mannosyltransferase(Pmt3p/Pmt5p),YOR321W,PMT3
Protein O-mannosyltransferase(Pmt3p/Pmt5p),YDL093W,PMT5
tRNA (m1A) methyltransferase complex,YNL062C,GCD10
tRNA (m1A) methyltransferase complex,YJL125C,GCD14
"1,3-beta-glucan synthase complex",YPR165W,RHO1
"1,3-beta-glucan synthase complex",YPR054W,SMK1
"1,3-beta-glucan synthase complex",YLR342W,FKS1
"1,3-beta-glucan synthase complex",YGR032W,GSC2
20S proteasome core particle,YPR103W,PRE2
20S proteasome core particle,YOR362C,PRE10
20S proteasome core particle,YOR157C,PUP1
20S proteasome core particle,YOL038W,PRE6
20S proteasome core particle,YMR314W,PRE5
20S proteasome core particle,YML092C,PRE8
20S proteasome core particle,YJL001W,PRE3
20S proteasome core particle,YGR253C,PUP2
20S proteasome core particle,YGR135W,PRE9
20S proteasome core particle,YGL011C,SCL1
20S proteasome core particle,YFR050C,PRE4
20S proteasome core particle,YER094C,PUP3
20S proteasome core particle,YER012W,PRE1
20S proteasome core particle,YBL041W,PRE7
adenylyl cyclase complex,YNL138W,SRV2
adenylyl cyclase complex,YJL005W,CYR1
"alpha-1,6-mannosyltransferase complex",YPL050C,MNN9
"alpha-1,6-mannosyltransferase complex",YML115C,VAN1
"alpha-1,6-mannosyltransferase complex",YJR075W,HOC1
"alpha-1,6-mannosyltransferase complex",YJL183W,MNN11
"alpha-1,6-mannosyltransferase complex",YEL036C,ANP1
"alpha-1,6-mannosyltransferase complex",YDR245W,MNN10
alpha-glucosidase II complex,YDR221W,GTB1
alpha-glucosidase II complex,YBR229C,ROT2
anthranilate synthase complex,YKL211C,TRP3
anthranilate synthase complex,YER090W,TRP2
AP-1 adaptor complex,YPR029C,APL4
AP-1 adaptor complex,YPL259C,APM1
AP-1 adaptor complex,YLR170C,APS1
AP-1 adaptor complex,YKL135C,APL2
AP-1 adaptor complex,YJL207C,LAA1
AP-1 adaptor complex,YHL019C,APM2
AP-1 adaptor complex,YFL034W,MIL1
AP-2 adaptor complex,YOL062C,APM4
AP-2 adaptor complex,YJR058C,APS2
AP-2 adaptor complex,YJR005W,APL1
AP-2 adaptor complex,YBL037W,APL3
AP-3 adaptor complex,YPL195W,APL5
AP-3 adaptor complex,YJL024C,APS3
AP-3 adaptor complex,YGR261C,APL6
AP-3 adaptor complex,YBR288C,APM3
Apg12p/Apg5p/Apg16 multimeric complex,YPL149W,ATG5
Apg12p/Apg5p/Apg16 multimeric complex,YMR159C,ATG16
Apg12p/Apg5p/Apg16 multimeric complex,YBR217W,ATG12
Arl1-arl3-sys1,YPL051W,ARL3
Arl1-arl3-sys1,YJL004C,SYS1
Arl1-arl3-sys1,YBR164C,ARL1
Atg20p/Snx4p/Snx41p complex,YJL036W,SNX4
Atg20p/Snx4p/Snx41p complex,YDR425W,SNX41
Atg20p/Snx4p/Snx41p complex,YDL113C,ATG20
Bub2p/Bfa1p complex,YMR055C,BUB2
Bub2p/Bfa1p complex,YJR053W,BFA1
Bur1-Bur2 CDK-cyclin complex,YPR161C,SGV1
Bur1-Bur2 CDK-cyclin complex,YLR226W,BUR2
cAMP-dependent protein kinase complex,YPL203W,TPK2
cAMP-dependent protein kinase complex,YKL166C,TPK3
cAMP-dependent protein kinase complex,YJL164C,TPK1
cAMP-dependent protein kinase complex,YIL033C,BCY1
Car1p/Arg3p complex,YPL111W,CAR1
Car1p/Arg3p complex,YJL088W,ARG3
carbamoyl-phosphate synthase complex,YOR303W,CPA1
carbamoyl-phosphate synthase complex,YJR109C,CPA2
carboxy-terminal domain protein kinase complex,YML112W,CTK3
carboxy-terminal domain protein kinase complex,YKL139W,CTK1
carboxy-terminal domain protein kinase complex,YJL006C,CTK2
Cbp1p/Pet309p complex,YLR067C,PET309
Cbp1p/Pet309p complex,YJL209W,CBP1
CCAAT-binding factor complex,YOR358W,HAP5
CCAAT-binding factor complex,YKL109W,HAP4
CCAAT-binding factor complex,YGL237C,HAP2
CCAAT-binding factor complex,YBL021C,HAP3
ccz1-mon1-ypt7,YML001W,YPT7
ccz1-mon1-ypt7,YGL124C,MON1
ccz1-mon1-ypt7,YBR131W,CCZ1
cho2-opi3,YJR073C,OPI3
cho2-opi3,YGR157W,CHO2
clathrin vesicle coat,YJR125C,ENT3
clathrin vesicle coat,YGR167W,CLC1
clathrin vesicle coat,YGL206C,CHC1
clathrin vesicle coat,YDR153C,ENT5
COPI vesicle coat,YPL010W,RET3
COPI vesicle coat,YNL287W,SEC21
COPI vesicle coat,YIL076W,SEC28
COPI vesicle coat,YGL137W,SEC27
COPI vesicle coat,YFR051C,RET2
COPI vesicle coat,YER122C,GLO3
COPI vesicle coat,YDR238C,SEC26
COPI vesicle coat,YDL145C,COP1
core H-ACA snoRNP,YNL308C,KRI1
core H-ACA snoRNP,YLR175W,CBF5
core H-ACA snoRNP,YHR089C,GAR1
core H-ACA snoRNP,YHR072W-A,NOP10
core H-ACA snoRNP,YDL208W,NHP2
Cox14p/Cox1p/Mss51p complex,YML129C,COX14
Cox14p/Cox1p/Mss51p complex,YLR203C,MSS51
Dcp1-Dcp2 decapping enzyme complex,YOL149W,DCP1
Dcp1-Dcp2 decapping enzyme complex,YNL118C,DCP2
Dcp1-Dcp2 decapping enzyme complex,YEL015W,EDC3
Dcp1-Dcp2 decapping enzyme complex,YBR094W,PBY1
Dcs1-Dcs2 heterodimer,YOR173W,DCS2
Dcs1-Dcs2 heterodimer,YLR270W,DCS1
Def1p/Rad26p complex,YKL054C,DEF1
Def1p/Rad26p complex,YJR035W,RAD26
degradosome,YPL029W,SUV3
degradosome,YMR287C,DSS1
delta DNA polymerase complex,YJR043C,POL32
delta DNA polymerase complex,YJR006W,POL31
delta DNA polymerase complex,YDL102W,POL3
DNA replication factor A complex,YNL312W,RFA2
DNA replication factor A complex,YJL173C,RFA3
DNA replication factor A complex,YHR164C,DNA2
DNA replication factor A complex,YAR007C,RFA1
Dop1-Mon2 complex,YNL297C,MON2
Dop1-Mon2 complex,YDR141C,DOP1
eEF1,YPR080W,TEF1
eEF1,YPL048W,CAM1
eEF1,YKL081W,TEF4
eEF1,YBR118W,TEF2
eEF1,YAL003W,EFB1
EKC/KEOPS protein complex,YML036W,CGI121
EKC/KEOPS protein complex,YKR095W-A,PCC1
EKC/KEOPS protein complex,YKR038C,KAE1
EKC/KEOPS protein complex,YJL184W,GON7
EKC/KEOPS protein complex,YGR262C,BUD32
elm1-hsl1-hsl7,YKL101W,HSL1
elm1-hsl1-hsl7,YKL048C,ELM1
elm1-hsl1-hsl7,YBR134W,0
Elongator holoenzyme complex,YPL101W,ELP4
Elongator holoenzyme complex,YPL086C,ELP3
Elongator holoenzyme complex,YMR312W,ELP6
Elongator holoenzyme complex,YLR384C,IKI3
Elongator holoenzyme complex,YHR187W,IKI1
Elongator holoenzyme complex,YGR200C,ELP2
emc complex,YLL014W,EMC6
emc complex,YKL207W,EMC3
emc complex,YJR088C,EMC2
emc complex,YGL231C,EMC4
emc complex,YCL045C,EMC1
endoplasmic reticulum Sec complex,YPL094C,SEC62
endoplasmic reticulum Sec complex,YOR254C,SEC63
endoplasmic reticulum Sec complex,YLR292C,SEC72
endoplasmic reticulum Sec complex,YBR171W,SEC66
ER SNARE Use1,YOR075W,UFE1
ER SNARE Use1,YNL258C,DSL1
ER SNARE Use1,YLR440C,SEC39
ER SNARE Use1,YLR268W,SEC22
ER SNARE Use1,YKL196C,YKT6
ER SNARE Use1,YGL145W,TIP20
ER SNARE Use1,YGL098W,USE1
ER SNARE Use1,YDR498C,SEC20
ESCRT I complex,YPL065W,VPS28
ESCRT I complex,YLR119W,SRN2
ESCRT I complex,YGR206W,MVB12
ESCRT I complex,YCL008C,STP22
ESCRT II complex,YPL002C,SNF8
ESCRT II complex,YLR417W,VPS36
ESCRT II complex,YJR102C,VPS25
ESCRT-0 complex,YNR006W,VPS27
ESCRT-0 complex,YHL002W,HSE1
Esp1p/Pds1p complex,YGR098C,ESP1
Esp1p/Pds1p complex,YDR113C,PDS1
exocyst,YPR055W,SEC8
exocyst,YLR166C,SEC10
exocyst,YJL085W,EXO70
exocyst,YIL068C,SEC6
exocyst,YGL233W,SEC15
exocyst,YER008C,SEC3
exocyst,YDR166C,SEC5
exocyst,YBR102C,EXO84
Far3p/Far7p/Far8p/Far9p/Far10p/Far11p complex,YNL127W,FAR11
Far3p/Far7p/Far8p/Far9p/Far10p/Far11p complex,YMR052W,FAR3
Far3p/Far7p/Far8p/Far9p/Far10p/Far11p complex,YMR029C,FAR8
Far3p/Far7p/Far8p/Far9p/Far10p/Far11p complex,YLR238W,FAR10
Far3p/Far7p/Far8p/Far9p/Far10p/Far11p complex,YFR008W,FAR7
Far3p/Far7p/Far8p/Far9p/Far10p/Far11p complex,YDR200C,VPS64
Fth1p/Fet5p complex,YFL041W,FET5
Fth1p/Fet5p complex,YBR207W,FTH1
GCR complex,YPL075W,GCR1
GCR complex,YNL199C,GCR2
GET complex,YGL020C,GET1
GET complex,YER083C,GET2
GET complex,YDL100C,GET3
GID complex,YMR135C,GID8
GID complex,YIL097W,FYV10
GID complex,YIL017C,VID28
GID complex,YGL227W,VID30
GID complex,YDR255C,RMD5
GID complex,YDL176W,0
GID complex,YCL039W,GID7
GID complex,YBR105C,VID24
GINS complex,YOL146W,PSF3
GINS complex,YJL072C,PSF2
GINS complex,YDR489W,SLD5
GINS complex,YDR013W,PSF1
Golgi transport complex,YPR105C,COG4
Golgi transport complex,YNL051W,COG5
Golgi transport complex,YNL041C,COG6
Golgi transport complex,YML071C,COG8
Golgi transport complex,YGR120C,COG2
Golgi transport complex,YGL223C,COG1
Golgi transport complex,YGL005C,COG7
Golgi transport complex,YER157W,COG3
GPI-anchor transamidase complex,YLR459W,GAB1
GPI-anchor transamidase complex,YLR088W,GAA1
GPI-anchor transamidase complex,YHR188C,GPI16
GPI-anchor transamidase complex,YDR434W,GPI17
GPI-anchor transamidase complex,YDR331W,GPI8
GSH degradosomal complex,YNL191W,DUG3
GSH degradosomal complex,YFR044C,DUG1
GSH degradosomal complex,YBR281C,DUG2
Gsp1-Prp20 complex,YOR185C,GSP2
Gsp1-Prp20 complex,YLR293C,GSP1
Gsp1-Prp20 complex,YGL097W,SRM1
Gyl1-Gyp5 complex,YPL249C,GYP5
Gyl1-Gyp5 complex,YMR192W,GYL1
HDA complex,YPR179C,HDA3
HDA complex,YNL021W,HDA1
HDA complex,YDR295C,HDA2
HIR complex,YOR038C,HIR2
HIR complex,YJR140C,HIR3
HIR complex,YBR215W,HPC2
HIR complex,YBL008W,HIR1
Hop2p/Mnd1p complex,YGL183C,MND1
Hop2p/Mnd1p complex,YGL033W,HOP2
hst3-hst4,YOR025W,HST3
hst3-hst4,YDR191W,HST4
Hym1p/Kic1p/Sog2p complex,YOR353C,SOG2
Hym1p/Kic1p/Sog2p complex,YKL189W,HYM1
Hym1p/Kic1p/Sog2p complex,YHR102W,KIC1
i-AAA complex,YPR024W,YME1
i-AAA complex,YMR115W,MGR3
i-AAA complex,YCL044C,MGR1
Ic-CPY complex,YMR297W,PRC1
Ic-CPY complex,YLR178C,TFS1
Ino2p/Ino4p basic helix-loop-helix heteromeric complex,YOL108C,INO4
Ino2p/Ino4p basic helix-loop-helix heteromeric complex,YDR123C,INO2
Kel1p/Kel2p/Lte1p complex,YHR158C,KEL1
Kel1p/Kel2p/Lte1p complex,YGR238C,KEL2
Kel1p/Kel2p/Lte1p complex,YAL024C,LTE1
Ku70:Ku80 complex,YMR284W,YKU70
Ku70:Ku80 complex,YMR106C,YKU80
LMA1 complex,YNL015W,PBI2
LMA1 complex,YLR043C,TRX1
lst4-lst7,YKL176C,LST4
lst4-lst7,YGR057C,LST7
m-AAA complex,YMR089C,YTA12
m-AAA complex,YER017C,AFG3
Mei5p/Sae3p complex,YPL121C,MEI5
Mei5p/Sae3p complex,YHR079C-A,SAE3
meiotic recombination initiation complex,YLR329W,REC102
meiotic recombination initiation complex,YHR157W,REC104
meiotic recombination initiation complex,YHL022C,SPO11
methionyl glutamyl tRNA synthetase complex,YGR264C,MES1
methionyl glutamyl tRNA synthetase complex,YGL245W,GUS1
methionyl glutamyl tRNA synthetase complex,YGL105W,ARC1
Mgm1p/Ugo1p/Fzo1p complex,YOR211C,MGM1
Mgm1p/Ugo1p/Fzo1p complex,YDR470C,UGO1
Mgm1p/Ugo1p/Fzo1p complex,YBR179C,FZO1
mitochondrial DNA-directed RNA polymerase complex,YMR228W,MTF1
mitochondrial DNA-directed RNA polymerase complex,YFL036W,RPO41
mitochondrial processing peptidase complex,YLR163C,MAS1
mitochondrial processing peptidase complex,YHR024C,MAS2
mitochondrial respiratory chain complex IV,YNL052W,COX5A
mitochondrial respiratory chain complex IV,YMR256C,COX7
mitochondrial respiratory chain complex IV,YLR395C,COX8
mitochondrial respiratory chain complex IV,YLR038C,COX12
mitochondrial respiratory chain complex IV,YIL111W,COX5B
mitochondrial respiratory chain complex IV,YHR051W,COX6
mitochondrial respiratory chain complex IV,YGL191W,COX13
mitochondrial respiratory chain complex IV,YGL187C,COX4
mitochondrial respiratory chain complex IV,YDL067C,COX9
Mob2p/Cbk1p complex,YNL161W,CBK1
Mob2p/Cbk1p complex,YFL034C-B,MOB2
Mps2p/Bbp1p complex,YPL255W,BBP1
Mps2p/Bbp1p complex,YLR457C,NBP1
Mps2p/Bbp1p complex,YGL075C,MPS2
mRNA capping enzyme complex,YPL228W,CET1
mRNA capping enzyme complex,YGL130W,CEG1
Mst27p/Mst28p complex,YGL051W,MST27
Mst27p/Mst28p complex,YAR033W,MST28
Mtk1p/Pbp1p complex,YNL085W,MKT1
Mtk1p/Pbp1p complex,YGR178C,PBP1
Mto1p/Mss1p complex,YMR023C,MSS1
Mto1p/Mss1p complex,YGL236C,MTO1
Nam1-Sls1 complex,YLR139C,SLS1
Nam1-Sls1 complex,YDL044C,MTF2
NatA complex,YOR253W,NAT5
NatA complex,YHR013C,ARD1
NatA complex,YDL040C,NAT1
NatB complex,YPR131C,NAT3
NatB complex,YOL076W,MDM20
NatC complex,YPR051W,MAK3
NatC complex,YEL053C,MAK10
NatC complex,YCR020C-A,MAK31
NC2 complex,YER159C,BUR6
NC2 complex,YDR397C,NCB2
Ndc80 complex,YOL069W,NUF2
Ndc80 complex,YMR117C,SPC24
Ndc80 complex,YIL144W,NDC80
Ndc80 complex,YER018C,SPC25
Nem1p/Spo7p complex,YHR004C,NEM1
Nem1p/Spo7p complex,YAL009W,SPO7
No-Go mRNA decay,YNL001W,DOM34
No-Go mRNA decay,YKR084C,HBS1
Nonsense-mediated mRNA decay pathway complex,YMR080C,NAM7
Nonsense-mediated mRNA decay pathway complex,YHR077C,NMD2
Nonsense-mediated mRNA decay pathway complex,YGR072W,UPF3
nuclear cohesin complex,YPR007C,REC8
nuclear cohesin complex,YJL074C,SMC3
nuclear cohesin complex,YIL026C,IRR1
nuclear cohesin complex,YFL008W,SMC1
nuclear cohesin complex,YDR014W,RAD61
nuclear cohesin complex,YDL003W,MCD1
nuclear condensin complex,YLR272C,YCS4
nuclear condensin complex,YLR086W,SMC4
nuclear condensin complex,YFR031C,SMC2
nuclear condensin complex,YDR325W,YCG1
nuclear condensin complex,YBL097W,BRN1
OAF complex,YOR363C,PIP2
OAF complex,YAL051W,OAF1
PAN complex,YKL025C,PAN3
PAN complex,YGL094C,PAN2
peroxin docking complex,YNL214W,PEX17
peroxin docking complex,YLR191W,PEX13
peroxin docking complex,YGL153W,PEX14
phenylalanine-tRNA ligase complex,YLR060W,FRS1
phenylalanine-tRNA ligase complex,YFL022C,FRS2
prefoldin complex,YNL153C,GIM3
prefoldin complex,YML094W,GIM5
prefoldin complex,YLR200W,YKE2
prefoldin complex,YJL179W,PFD1
prefoldin complex,YGR078C,PAC10
prefoldin complex,YEL003W,GIM4
prohibitin complex,YGR231C,PHB2
prohibitin complex,YGR132C,PHB1
Prs1-Prs3 heterodimer,YKL181W,PRS1
Prs1-Prs3 heterodimer,YHL011C,PRS3
Psr2-Psr1-Whi2 complex,YOR043W,WHI2
Psr2-Psr1-Whi2 complex,YLR019W,PSR2
Psr2-Psr1-Whi2 complex,YLL010C,PSR1
Pxa1p/Pxa2p complex,YPL147W,PXA1
Pxa1p/Pxa2p complex,YKL188C,PXA2
Q-biosynthetic Coq polypeptide complex,YOL096C,COQ3
Q-biosynthetic Coq polypeptide complex,YDR204W,COQ4
Rab-protein geranylgeranyltransferase complex,YPR176C,BET2
Rab-protein geranylgeranyltransferase complex,YJL031C,BET4
Rad17p/Ddc1p/Mec3p complex,YPL194W,DDC1
Rad17p/Ddc1p/Mec3p complex,YOR368W,RAD17
Rad17p/Ddc1p/Mec3p complex,YLR288C,MEC3
rad9-chk1,YDR217C,RAD9
rad9-chk1,YBR274W,CHK1
retromer complex,YPL070W,MUK1
retromer complex,YOR132W,VPS17
retromer complex,YOR069W,VPS5
retromer complex,YJL154C,VPS35
retromer complex,YJL053W,PEP8
retromer complex,YHR012W,VPS29
ribosome-associated complex,YJL080C,SCP160
ribosome-associated complex,YHR064C,SSZ1
ribosome-associated complex,YGR285C,ZUO1
RIM101 protease module,YOR275C,RIM20
RIM101 protease module,YMR154C,RIM13
RIM101 protease module,YHL027W,RIM101
RIM101 protease module,YGR122W,0
RIM101 signal module,YOR030W,DFG16
RIM101 signal module,YNL294C,RIM21
RIM101 signal module,YMR063W,RIM9
RIM101 signal module,YGL045W,RIM8
RING finger peroxin complex,YMR026C,PEX12
RING finger peroxin complex,YJL210W,PEX2
RING finger peroxin complex,YDR265W,PEX10
Rtt103-Rai1-Rat1 complex,YOR048C,RAT1
Rtt103-Rai1-Rat1 complex,YGL246C,RAI1
Rtt103-Rai1-Rat1 complex,YDR289C,RTT103
Rvs161-Rvs167 complex,YDR388W,RVS167
Rvs161-Rvs167 complex,YCR009C,RVS161
Scs2-Opi1 complex,YHL020C,OPI1
Scs2-Opi1 complex,YER120W,SCS2
serine C-palmitoyltransferase complex,YMR296C,LCB1
serine C-palmitoyltransferase complex,YDR062W,LCB2
Shq1p/Naf1p complex,YNL124W,NAF1
Shq1p/Naf1p complex,YIL104C,SHQ1
signal recognition particle,YPR088C,SRP54
signal recognition particle,YPL243W,SRP68
signal recognition particle,YPL210C,SRP72
signal recognition particle,YML105C,SEC65
signal recognition particle,YKL122C,SRP21
signal recognition particle,YDL092W,SRP14
signal recognition particle,YDL051W,LHP1
signal recognition particle receptor complex,YKL154W,SRP102
signal recognition particle receptor complex,YDR292C,SRP101
signalosome complex,YOL117W,RRI2
signalosome complex,YMR025W,CSI1
signalosome complex,YJR084W,0
signalosome complex,YIL071C,PCI8
signalosome complex,YDR179C,CSN9
signalosome complex,YDL216C,RRI1
Sko1p/Cyc8p/Tup1 repressor complex,YNL167C,SKO1
Sko1p/Cyc8p/Tup1 repressor complex,YCR084C,TUP1
Sko1p/Cyc8p/Tup1 repressor complex,YBR112C,CYC8
smc5p-Smc6p complex,YOL034W,SMC5
smc5p-Smc6p complex,YML023C,NSE5
smc5p-Smc6p complex,YLR383W,SMC6
smc5p-Smc6p complex,YLR007W,NSE1
smc5p-Smc6p complex,YER038C,KRE29
smc5p-Smc6p complex,YEL019C,MMS21
smc5p-Smc6p complex,YDR288W,NSE3
smc5p-Smc6p complex,YDL105W,NSE4
Sno1p/Snz1p complex,YMR096W,SNZ1
Sno1p/Snz1p complex,YMR095C,SNO1
Sod1-Css1 heterodimer,YMR038C,CCS1
Sod1-Css1 heterodimer,YJR104C,SOD1
Ste12-Dig1-Dig2 complex,YPL049C,DIG1
Ste12-Dig1-Dig2 complex,YHR084W,STE12
Ste12-Dig1-Dig2 complex,YDR480W,DIG2
succinyl-CoA ligase,YOR142W,LSC1
succinyl-CoA ligase,YGR244C,LSC2
SUMO activating enzyme complex,YPR180W,AOS1
SUMO activating enzyme complex,YDR390C,UBA2
Telomerase,YLR318W,EST2
Telomerase,YLR233C,EST1
Telomerase,YIL009C-A,EST3
Tlg1 SNARE complex,YOL018C,TLG2
Tlg1 SNARE complex,YGL095C,VPS45
Tlg1 SNARE complex,YDR468C,TLG1
Tlg1 SNARE complex,YBL050W,SEC17
Tof1p/Mrc1p/Csm3p complex,YNL273W,TOF1
